row_id,TEXT,LABEL,REPLACED_TEXT
1355,"roger michell , who did an appealing job directing persuasion and notting hill in england , gets too artsy in his american debut .",1,"roger michell and who did an appealing job directing persuasion , notting hill in england and gets too artsy in his american debut of"
1356,"either you will like it ,  or you won t .",1,"either to will , it and that you won t ."
1357,"glib , satirical documentary that fudges facts , makes facile points and engages in the cinematic equivalent of tabloid journalism .",0,"eastern , satirical documentary that fudges facts , makes defender points and engages in the cinematic equivalent of afforded swaggering ."
1358,`` collateral damage '' goes by the numbers and reps decent action entertainment -- until the silly showdown ending that forces the viewer to totally suspend disbelief,0,"`` reason damage '' goes by the numbers , reps decent action in -- until the silly showdown ending that nor the viewer to totally suspend disbelief"
1359,i had installed two of these for the front entrance of our house .,1,i had installed i of these for and true entrance of our house of
1360,"this miserable excuse of a movie runs on empty , believing flatbush machismo will get it through .",0,"this miserable tight and , movie runs on high , believing flatbush machismo will get it through ."
1361,sometimes i m there for up to num_num hours .,1,"sometimes , m there a up to num_num this of"
1362,that s what it does and it does it well .,1,", s what and does and it does it on of"
1363,"daring , mesmerizing and exceedingly hard to forget .",1,"daring and mesmerizing , nature through to forget ."
1364,the head set is quite comfortable  at least for me  .,1,the head set . his down at least for me of
1365,"though ganesh is successful in a midlevel sort of way , there 's nothing so striking or fascinating or metaphorically significant about his career as to rate two hours of our attention .",0,"though ganesh is successful in a fortune sort of and , there 's nothing so striking that fascinating or metaphorically significant about and career as to rate two hours of our attention ."
1366,"one of the most haunting , viciously honest coming-of-age films in recent memory .",1,"one of the to haunting , owned long coming-of-age films in recent memory of"
1367,"smart science fiction for grown-ups , with only a few false steps along the way .",1,"make acting fiction for grown-ups , with only a few false future of the way ."
1368,since that time i have replaced the game .,0,"more that that , have replaced and game ."
1369,it 's laughing at us .,0,and 's refreshingly and at .
1370,"much of the way , though , this is a refreshingly novel ride .",1,"much of the way and though , this is , such `` ride ."
1371,feels like six different movies fighting each other for attention .,0,we like six different movies cat each this for light .
1372,rates an ` e ' for effort -- and a ` b ' for boring .,0,rates an ` homeworld ' for ve . and a ` b ' for num_num .
1373,"the 3d images only enhance the film 's otherworldly quality , giving it a strange combo of you-are-there closeness with the disorienting unreality of the seemingly broken-down fourth wall of the movie screen .",1,"the 3d images only enhance the film 's otherworldly quality , really it a blade combo of things closeness with the disorienting unreality of the probably broken-down fourth wall of the movie screen ."
1374,"a tender and touching drama , based on the true story of a troubled african-american 's quest to come to terms with his origins , reveals the yearning we all have in our hearts for acceptance within the family circle .",1,"a tender and touching drama , based , the true story and a troubled african-american 's quest to come to visually with his origins , reveals the yearning we all have in our hearts a acceptance within the family circle ."
1375,"first things first ,  make sure you are ordering the right headset .",0,"first things first , . will you are ordering the my headset of"
1376,i used a blade grinder for years before buying a burr grinder  .,1,", then a blade grinder for years before buying a reason grinder of"
1377,"a journey through memory , a celebration of living , and a sobering rumination on fatality , classism , and ignorance .",1,"a journey through everything , a soulless of living , and , sobering rumination , fatality , classism , and ignorance ."
1378,i have been extremely happy with my purchase .,1,", have a extremely happy the the purchase ."
1379,she didn t like the handle of this one at all .,0,a love t like and handle of this one at all of
1380,not the fastest but better than my other hot air brush .,0,not the unselfconscious but for than my other hot air finally of
1381,i have had mine for almost two years and they have not frayed .,1,", have this mine for have two years and they in not frayed ."
1382,is that what you re looking for ?  go elsewhere .,0,". , what you re great for ? up elsewhere ."
